"heart_rate","exercise_group"
72.8597953810874,"control"
78.1832673922407,"control"
71.9867750511129,"control"
79.498414149209,"control"
60.0602265843319,"control"
76.0964255275991,"control"
70.5427223565202,"control"
65.9391432933445,"control"
59.0980557650707,"control"
59.3462839757222,"control"
57.2382661355143,"control"
77.9392040206523,"control"
82.6540408796634,"control"
60.1057880002725,"control"
83.3786896137721,"control"
81.140316019159,"control"
68.6471128978164,"control"
80.4305375906868,"control"
62.7383815717152,"control"
83.3803513378644,"control"
70.9046254534496,"control"
68.5264383907962,"control"
66.8138577317631,"control"
76.2599442572926,"control"
67.4867154990478,"control"
75.8968719917672,"control"
58.9854889904834,"control"
68.7329415135143,"control"
93.0779544559562,"control"
62.4355257828593,"control"
65.7540526378893,"control"
68.5949367813305,"control"
68.5338818585535,"control"
69.8030290940848,"control"
76.9512187175263,"control"
73.0018261698965,"control"
89.7009098423574,"control"
69.1146851114407,"control"
77.7136471279208,"control"
81.8274036629058,"control"
64.6128163058384,"control"
81.8382358706425,"control"
67.6230157286454,"control"
72.6518999231509,"control"
49.7092911091398,"control"
71.5220186090744,"control"
56.4062054761061,"control"
77.6820432695675,"control"
72.6610731509438,"control"
65.142838499615,"control"
78.7260205387247,"control"
81.7894337476453,"control"
63.2187766960634,"control"
81.4082330214547,"control"
81.1807253878744,"control"
69.0905126980828,"control"
71.9536526749829,"control"
67.1024338721887,"control"
63.8476347045738,"control"
64.9738317967519,"control"
90.7309375716919,"control"
78.7793664773024,"control"
60.5982135516023,"control"
71.7954636967116,"control"
77.3762985895419,"control"
70.965476260059,"control"
76.4066462769629,"control"
75.7047615743124,"control"
68.3776382761907,"control"
72.3698291467446,"control"
68.8640519094648,"control"
83.3970890079333,"control"
73.2694851871572,"control"
69.201698455294,"control"
61.9282738370044,"control"
62.9174877063554,"control"
64.1433881581904,"control"
86.2173889185979,"control"
60.9834481121958,"control"
68.8793009058543,"control"
69.9146037732481,"control"
58.1256095448198,"control"
85.05723494619,"control"
70.5736571037192,"control"
77.5587060582352,"control"
74.8030320245133,"control"
59.1508871632252,"control"
77.3950193142384,"control"
72.4741701906985,"control"
67.9766615270482,"control"
63.1027034719681,"control"
69.5963101801972,"control"
52.8530381766224,"control"
80.4383638312227,"control"
99.5239067700663,"control"
58.9834455292894,"control"
66.1504073369735,"control"
77.5445527118249,"control"
82.5776981538241,"control"
69.8879106417142,"control"
82.5082926753937,"control"
69.6058984899978,"control"
72.7698766825181,"control"
70.2311511069032,"control"
85.0594961150464,"control"
58.664011578457,"control"
66.642343642916,"control"
72.2496391517602,"control"
72.3066190583384,"control"
67.6512068256121,"control"
72.5809037690718,"control"
66.1104718395533,"control"
62.9008951057863,"control"
63.0852849038267,"control"
68.8004172055266,"control"
81.4627204377008,"control"
81.9374662178693,"control"
60.3130324873801,"control"
60.8915834561239,"control"
86.107775323131,"control"
79.4352074058602,"control"
65.5394464639147,"control"
63.1973645152456,"control"
75.5562281585116,"control"
75.9328325413193,"control"
71.8769407313563,"control"
86.0253140772739,"control"
76.4549272006707,"control"
75.6294968918776,"control"
69.9240659799995,"control"
65.5785492627341,"control"
82.2539900794871,"control"
61.6092437982408,"control"
82.4469242216221,"control"
67.7484074735115,"control"
61.0573969870829,"control"
65.9075170078312,"control"
76.6949761419721,"control"
79.0313098902403,"control"
73.025666910359,"control"
79.2870343128271,"control"
69.9832625231038,"control"
68.8016809283804,"control"
85.3391425736206,"control"
70.1557681466929,"control"
87.5588294533679,"control"
88.3760154413145,"control"
70.6967561951767,"control"
89.8272863028621,"control"
67.5821999446655,"control"
76.1379481179785,"control"
75.1654228385284,"control"
71.4779559031674,"control"
70.2951488477727,"control"
64.3707386620861,"control"
51.6709350165267,"control"
70.9265123239888,"control"
76.6988814066277,"control"
71.1388100713961,"control"
75.4951859578542,"control"
85.9594988985799,"control"
71.308889107505,"control"
66.3705149060999,"control"
63.5185808024575,"control"
73.2687780090809,"control"
47.2825854329025,"control"
59.0365942393024,"control"
75.1425404019564,"control"
90.5428270504312,"control"
83.4502385840824,"control"
73.6130587809348,"control"
74.4167993919288,"control"
68.4202384592579,"control"
74.7085386524955,"control"
67.2621944541174,"control"
55.0173528040161,"control"
75.8451512686676,"control"
72.8903995468252,"control"
70.1856270485103,"control"
68.6179039554033,"control"
81.3215158425485,"control"
69.6719398430474,"control"
77.125591843683,"control"
67.9118833565327,"control"
65.932741651085,"control"
76.816232389833,"control"
70.2475388855832,"control"
60.8484315579707,"control"
57.5158204712535,"control"
82.2524684844734,"control"
73.7726028578459,"control"
58.8713796118293,"control"
68.9212050950019,"control"
65.8979898102661,"control"
51.9421948003395,"control"
50.2283467647318,"control"
66.1047366249371,"control"
57.4173896222024,"control"
67.8657837591229,"control"
76.0950264249295,"control"
83.5503948875773,"control"
93.4588892261174,"control"
75.7389743998281,"control"
69.9272449156972,"control"
55.7707249282288,"control"
77.3051572510769,"control"
83.9016561637731,"control"
75.2911486467013,"control"
72.4827543214868,"control"
76.4004954240703,"control"
73.4969833788731,"control"
60.064789715981,"control"
80.9168276563032,"control"
75.5538720738583,"control"
74.0216381566063,"control"
52.9746028169586,"control"
56.4888869784344,"control"
80.6733975282631,"control"
82.7354310967575,"control"
69.2642620048104,"control"
69.1353944172414,"control"
61.0881490318282,"control"
74.7533089224146,"control"
70.8796072144813,"control"
68.4529335010743,"control"
69.1626576706075,"control"
77.9718123620823,"control"
74.9096137262923,"control"
72.7790647727746,"control"
67.8717460078266,"control"
60.1329238466164,"control"
75.501123936457,"control"
82.7679508752203,"control"
88.1348131332787,"control"
71.9529966094462,"control"
67.4323122482008,"control"
84.0505295837235,"control"
67.7988440153548,"control"
67.0667262494716,"control"
69.3569433496317,"control"
71.9127698894493,"control"
94.526169751403,"control"
66.305157502587,"control"
68.0002794520102,"control"
54.2090204634608,"control"
70.6644686776838,"control"
70.8392170255805,"control"
67.8539885073267,"control"
71.995663677513,"control"
61.4014640650744,"control"
73.8598944398338,"control"
82.2001837186148,"control"
86.3938166433232,"control"
90.2155346623721,"control"
87.2745201381012,"control"
82.264365533602,"control"
63.6597862372499,"control"
74.7128234852882,"control"
53.7241727867613,"control"
62.1092353078936,"control"
60.3252773073507,"control"
63.6235993164283,"control"
87.0979205714991,"control"
53.2556907929658,"control"
72.6482774747961,"control"
75.1255305838685,"control"
72.8398345963054,"control"
78.8219640959513,"control"
84.4552173728346,"control"
75.9718854963439,"control"
62.7057384967966,"control"
72.442707433227,"control"
72.1433386381022,"control"
53.0250763269447,"control"
79.2534548161692,"control"
77.5619847588958,"control"
73.418887491928,"control"
74.8477405378709,"control"
74.5737158892769,"control"
68.4655495635431,"control"
69.3043107157611,"control"
48.2559301457202,"control"
66.0827498963482,"control"
67.6083694566417,"control"
55.4597102261999,"control"
68.5878369444936,"control"
79.8380275346913,"control"
40.2489918054457,"control"
73.5929045053022,"control"
74.9814951942027,"control"
72.7109004890839,"control"
69.7089818358482,"control"
78.7672123316445,"control"
64.1360221379186,"control"
58.4346946312687,"control"
56.5887595742043,"control"
73.8015725555689,"control"
70.1530431852494,"control"
70.1131578868879,"control"
84.3034049402258,"control"
65.0967226197072,"control"
64.9868366718148,"control"
70.8307406665286,"control"
78.2167122153582,"control"
59.4602192426607,"control"
84.3545136484327,"control"
62.5597245446892,"control"
80.5497284373423,"control"
58.3828851948824,"control"
52.7735841692057,"control"
74.1084184669783,"control"
73.723020600052,"control"
78.9145164394982,"control"
64.3698017413946,"control"
68.2678461197173,"control"
57.4407257344399,"control"
62.3127391490647,"control"
66.2573126422101,"control"
88.4576820781773,"control"
69.5825130627958,"control"
63.9421467752583,"control"
79.0025113166771,"control"
70.9164406298363,"control"
79.0620905247234,"control"
65.636094170865,"control"
61.6546377197264,"control"
68.9658745257777,"control"
66.6672930428207,"control"
62.7801092455173,"control"
64.9142449026594,"control"
61.6646749357154,"control"
83.1152738483215,"control"
61.0171377395472,"control"
65.6787710950694,"control"
81.817729602132,"control"
74.0608489612954,"control"
72.2485494499879,"control"
79.5365328433991,"control"
79.8314145161424,"control"
67.2868908098563,"control"
70.433564166574,"control"
79.7985070836984,"control"
82.0300516612931,"control"
63.6595384592676,"control"
81.9314594305742,"control"
69.5610937995793,"control"
65.1367733348267,"control"
48.8812910129532,"control"
74.1532660802474,"control"
70.0216912601793,"control"
75.9278436880282,"control"
71.1272232390171,"control"
62.0986308426141,"control"
53.512046201627,"control"
53.9536961010305,"control"
71.7183463295419,"control"
60.3723555605397,"control"
76.0687168887536,"control"
88.032368978261,"control"
73.5622982940551,"control"
55.8802498784765,"control"
71.0046796324605,"control"
59.4922881141634,"control"
71.9087976336312,"control"
69.3659770355532,"control"
54.0848493649457,"control"
62.8960674158719,"control"
77.2672419091433,"control"
75.3592848344789,"control"
47.5832206891983,"control"
48.138286834007,"control"
76.9825105268983,"control"
60.4722550299239,"control"
77.9964965461807,"control"
85.4352170919481,"control"
76.6991039513647,"control"
72.4266245206251,"control"
85.5407848646318,"control"
54.7329981221742,"control"
72.0852745009357,"control"
69.3487068403073,"control"
73.0661347239644,"control"
66.0622328736684,"control"
63.017387934607,"control"
79.0571455354325,"control"
73.8037091726559,"control"
80.7383963753901,"control"
84.7153281546531,"control"
80.1311943148122,"control"
72.8778122453388,"control"
68.4953913690103,"control"
92.8635649430987,"control"
74.8559441051978,"control"
61.5235895761753,"control"
45.5449104044519,"control"
74.7180761149506,"control"
67.0680080425633,"control"
84.7548342362009,"control"
68.6394445240627,"control"
75.4583017271072,"control"
63.8773642060594,"control"
60.7731240869367,"control"
60.8161966508526,"control"
88.8316173223628,"control"
82.1995855494944,"control"
58.3204539147479,"control"
75.7315461815249,"control"
61.7206579463774,"control"
61.0079281341772,"control"
68.1660116855688,"control"
81.6248619494015,"control"
68.8339205570919,"control"
71.0893204871034,"control"
79.4597237512354,"control"
69.9012970718702,"control"
48.8098964592367,"control"
69.3983615316846,"control"
79.5650245834982,"control"
72.0074394582133,"control"
68.9658090166961,"control"
75.1164633880811,"control"
82.8063417092198,"control"
84.8212768651043,"control"
58.2471525863448,"control"
57.2561569764155,"control"
71.5775596596672,"control"
72.0420894043584,"control"
87.9469582253336,"control"
80.6101109401453,"control"
63.1526876327777,"control"
60.7389411810915,"control"
55.6609673739836,"control"
82.8294148130414,"control"
62.5377853022288,"control"
66.2311790639226,"control"
82.5522641138796,"control"
59.8559564014933,"control"
54.8939667999703,"control"
81.0274560932,"control"
67.406958440809,"control"
62.4096611867764,"control"
70.6935445124518,"control"
94.3569625312733,"control"
82.1692336971377,"control"
92.0984872872989,"control"
66.8615555681256,"control"
67.9490571417228,"control"
74.9707733180006,"control"
64.0338506746132,"control"
68.4633392430817,"control"
80.3224970353909,"control"
87.4320637546633,"control"
81.1289458264485,"control"
61.6689990944523,"control"
77.9333068488436,"control"
72.1510856937148,"control"
78.7614719892611,"control"
71.3905614907979,"control"
71.5164700553003,"control"
82.356642544043,"control"
69.0103236514417,"control"
94.9592686658598,"control"
74.3089475452583,"control"
85.5998570866479,"control"
72.3309622583222,"control"
88.6675180582306,"control"
63.0966606477787,"control"
71.4176677010092,"control"
80.0221926616357,"control"
77.0022142542768,"control"
89.6699512014923,"control"
68.3776622287173,"control"
59.1241261847843,"control"
62.6481059290061,"control"
57.5462778570452,"control"
56.8493662505103,"control"
71.1667748370015,"control"
71.4732656989383,"control"
72.7826431813982,"control"
69.5104031075209,"control"
65.1034644197371,"control"
61.6429624260949,"control"
86.3616313750538,"control"
67.661682906182,"control"
85.6240824579948,"control"
78.6790641278655,"control"
75.5708531982304,"control"
72.399511430137,"control"
72.2030029349719,"control"
60.0945250912409,"control"
90.2688633657763,"control"
80.5827620903586,"control"
63.6763167341901,"control"
76.5425383654416,"control"
64.9728621607111,"control"
82.7995111390494,"control"
52.320979802458,"control"
71.9477294122534,"control"
66.4235001510177,"control"
57.4916344866365,"control"
70.7985131646935,"control"
73.0233541146887,"control"
73.1717488602146,"control"
68.6837479530981,"control"
71.8082019431513,"control"
60.4869317552096,"control"
65.7469886271454,"control"
68.6587351504054,"control"
62.017026427192,"control"
57.704767090963,"control"
62.9565195190305,"control"
68.6633203591105,"control"
56.2010314104821,"control"
69.4427152406737,"control"
75.6253318064499,"control"
58.1003015582405,"control"
56.8748590626083,"control"
75.5363081770372,"control"
67.6977533795629,"control"
81.4395502899177,"control"
73.2538695241347,"control"
67.8359133495404,"control"
66.9139295139117,"control"
70.6591315710715,"control"
70.0346045801608,"control"
68.1617255482654,"control"
61.6899790777,"control"
69.0955068735417,"control"
61.3796775186969,"control"
79.3586307606135,"control"
61.9915697672881,"control"
69.3007544498254,"control"
76.5131363192278,"control"
82.0471238844939,"control"
66.6429583148805,"control"
66.7954177853208,"control"
83.63387306194,"control"
75.6451345637773,"control"
75.0102312932141,"control"
60.3792410218988,"control"
66.8824786621714,"control"
55.3216340378709,"control"
73.1967415586369,"control"
67.8655299514442,"control"
73.1544955107614,"control"
65.9407355908646,"control"
75.0994740769982,"control"
52.297347400349,"control"
71.163261236998,"control"
78.4705900541641,"control"
68.3168847045057,"control"
65.6367991860692,"control"
75.2879135925587,"control"
78.0538867334523,"control"
68.4773856455803,"control"
77.1070715470617,"control"
80.7301137188616,"control"
68.1548280613996,"control"
64.5221628084263,"control"
62.2300122627717,"control"
65.6998017263088,"control"
61.0375882593991,"control"
75.2586485059612,"control"
84.0265362593373,"control"
77.176632899339,"control"
67.1976604206326,"control"
73.0545931062498,"control"
62.8474015049445,"control"
57.9141703780286,"control"
72.9672820425656,"control"
89.4931232667783,"control"
87.3719894663346,"control"
73.2489189077461,"control"
64.4255771688787,"control"
77.1912746834207,"control"
75.7856359204541,"control"
71.4805480125364,"control"
69.5589505395269,"control"
76.2476195144814,"control"
58.8340681530581,"control"
74.003400218047,"control"
80.96495843432,"control"
78.9871546911584,"control"
81.0782793740014,"control"
56.3698521137426,"control"
72.8968848412936,"control"
62.5099557757943,"control"
75.0433736013013,"control"
62.0369953127324,"control"
60.6152816248714,"control"
